Company Name,Industry group,ISIN code,NSE symbol,Date,Total income from continuing operations,Net sales,Total expenses,Interest expenses,Depreciation,Total tax provision,Net Profit/(Loss) for the period from continuing operations (after tax),Reported Profit after tax,PBT,PBDT,PBDIT,PBIT net of P&E,Earnings per share before extraordinary item,Closing Price,Date.1,Closing Price.1,Shares Outstanding,Market Capitalisation,EPS,P/E,Number of Transactions,Enterprise value,Industry P/E,Beta,industry_score
M M T C Ltd.,Other fund based financial services,INE123F01029,MMTC,31-12-2022,114.11,6.12,37.39,6.715,1.13,13.14,72.06,72.06,72.06,73.19,73.19,-3.86,0.48,55.26,,34.25,1500000000,5137.5,-2.251533,30.7236545,1421,7625.77,116.56,1.313354,-0.23981065613779393
M O I L Ltd.,Minerals,INE490G01020,MOIL,31-12-2022,322.86,302.0,292.6,6.715,30.09,6.59,39.52,39.52,46.11,76.2,76.2,46.11,1.94,323.05,,165.4,203485211,3365.64539,14.797144,11.177833,1228,2301.49539,12.22,1.002071,-0.19527960896831384
M P S Ltd.,ITES,INE943D01017,MPSLTD,31-12-2022,78.76,75.26,55.49,0.23,2.98,7.76,23.27,23.27,31.03,34.01,34.24,31.26,13.6,1995.4,,986.6,17105816,1687.659807,46.28835,21.314218,560,1608.459807,7.17,1.136992,-0.22242282766628246
M R F Ltd.,Tyres & tubes,INE883A01011,MRF,31-12-2022,5604.9,5454.55,5432.4,80.17,314.91,54.28,169.22,169.22,223.5,538.41,618.58,303.67,399.0,153735.35,,90896.65,4241143,38550.569087,1347.891359,67.436184,486,39108.009087,47.38,0.811094,-0.16493441179989252
M S T C Ltd.,Diversified non-financial services,INE255X01014,MSTCLTD,31-12-2022,90.23,70.44,42.39,6.715,1.64,13.8,47.84,47.84,61.64,63.28,63.28,61.64,6.8,466.55,,297.25,70400000,2092.64,7.683239,38.688112,1658,1533.86,176.5,1.750964,-0.17902845447488475
M T A R Technologies Ltd.,Communication equipment,INE864I01014,MTARTECH,31-12-2022,165.98,160.17,158.51,3.86,4.72,10.66,31.72,31.72,42.38,47.1,50.96,46.24,10.31,2332.95,,1737.75,30759591,5345.247926,30.188958,57.562437,1477,5381.607926,32.45,1.927062,-0.14405235238570346
Magellanic Cloud Ltd.,Computer software,INE613C01026,MCLOUD,31-12-2022,14.92,13.99,10.16,3.38,0.74,2.19,4.76,4.76,6.95,7.69,11.07,10.33,1.7,26.47,,439.85,28086256,1235.37397,3.499932,125.673853,73,1233.40397,29.01,-0.203077,-0.22129977102466347
Mahanagar Gas Ltd.,Natural gas trading & distribution,INE002S01010,MGL,31-12-2022,1703.64,1671.39,1531.88,2.42,58.53,55.33,172.07,172.07,227.4,285.93,288.35,229.82,17.42,1148.95,,883.85,98777778,8730.473909,66.202137,13.350777,1692,7764.683909,26.49,1.02684,0.12937326070838082
Mahanagar Telephone Nigam Ltd.,Telecommunication services,INE153A01019,MTNL,31-12-2022,329.6,203.19,1107.62,592.21,178.04,13.14,-778.04,-778.04,-778.04,-600.0,-7.79,-185.83,-12.35,36.02,,23.85,630000000,1502.55,-46.173175,30.7236545,1758,28251.42,-19.34,1.310031,-0.01775097677186995
Maharashtra Scooters Ltd.,Other fund based financial services,INE288A01013,MAHSCOOTER,31-12-2022,8.71,7.47,6.39,6.715,0.51,1.08,3.01,3.01,4.09,4.6,4.6,4.09,2.63,14016.9,,4442.7,11428568,5077.369905,151.357545,29.352352,42,5072.859905,33.67,1.361517,-0.23981065613779393
Maharashtra Seamless Ltd.,Steel pipes & tubes,INE271B01025,MAHSEAMLES,31-12-2022,1355.36,1337.31,1112.26,8.68,34.16,40.68,167.74,167.74,208.42,242.58,251.26,217.1,12.52,554.6,,317.9,133999252,4259.836221,64.294389,4.944444,1231,4702.176221,31.67,1.080936,-0.2615999515821926
Mahindra & Mahindra Financial Services Ltd.,Auto finance services,INE774D01024,M&MFIN,31-12-2022,2903.3,2874.25,2274.35,1241.94,52.2,214.19,628.95,628.95,843.14,895.34,2137.28,2085.08,5.1,376.7,,232.85,1235529920,28769.314187,18.936571,12.296313,2142,81219.304187,16.83,1.788166,0.0660963646069473
Mahindra & Mahindra Ltd.,Diversified automobile,INE101A01026,M&M,31-12-2022,22323.75,21653.74,20025.69,68.56,829.16,429.56,1528.06,1528.06,1957.62,2786.78,2855.34,2655.06,12.76,3602.9,,1378.6,1243192544,171386.524116,50.614847,27.237068,8477,108833.724116,27.24,1.384105,2.2736130941399777
Mahindra Holidays & Resorts India Ltd.,Hotels & restaurants,INE998I01010,MHRIL,31-12-2022,363.22,315.05,300.44,7.66,34.9,21.71,62.78,62.78,84.49,119.39,127.05,92.15,3.14,309.0,,256.45,201205560,5159.916586,9.048458,28.341847,459,4949.856586,74.95,1.029241,-0.18801789305244987
Mahindra Lifespace Developers Ltd.,Housing construction,INE813A01018,MAHLIFE,31-12-2022,252.23,174.52,657.44,2.54,2.63,-3.18,59.93,59.93,56.75,59.38,61.92,-7.44,3.88,398.5,,347.9,154646150,5380.139559,-1.546757,30.7236545,740,5359.949559,83.37,1.025913,-0.2017080929626154
Mahindra Logistics Ltd.,Transport logistics services,INE766P01016,MAHLOG,31-12-2022,1147.88,1140.04,1131.04,11.54,43.38,4.88,16.84,16.84,21.72,65.1,76.64,30.56,2.34,314.65,,468.15,71977030,3369.604659,6.767437,69.176856,452,3483.864659,41.66,1.31554,-0.14794687699617792
Maithan Alloys Ltd.,Ferro alloys,INE683C01011,MAITHANALL,31-12-2022,736.56,683.86,638.08,0.32,3.63,14.0,54.55,54.55,68.55,72.18,72.5,68.87,18.74,938.8,,1044.05,29111550,3039.391378,227.01299,4.599076,832,2129.911378,8.79,1.355859,-0.32473947209863707
Man Infraconstruction Ltd.,Other construction & allied activities,INE949H01023,MANINFRA,31-12-2022,238.93,221.69,192.23,1.64,1.9,14.76,46.7,46.7,61.46,63.36,65.0,63.1,1.26,127.55,,73.5,371250405,2728.690477,3.937504,18.666647,554,2561.180477,-45.57,1.524132,-0.22243749499819718
Manali Petrochemicals Ltd.,Organic chemicals,INE201A01024,MANALIPETC,31-12-2022,213.27,205.3,215.72,3.14,5.51,-0.26,0.63,0.63,0.37,5.88,9.02,1.81,0.04,61.31,,77.1,171999229,1326.114056,6.830845,11.287038,1244,807.934056,41.8,1.737484,-0.1787325857282407
Manappuram Finance Ltd.,Other asset financing services,INE522D01027,MANAPPURAM,31-12-2022,1248.89,1242.9,930.57,398.25,42.42,112.51,318.32,318.32,430.83,473.25,871.5,829.08,3.76,292.45,,114.9,846394729,9725.075436,13.520996,8.497894,6185,26549.285436,27.82,1.564097,0.024683058054876778
Mangalore Refinery & Petrochemicals Ltd.,Refinery,INE103A01014,MRPL,31-12-2022,26667.43,26557.44,25898.04,586.12,297.98,-50.34,-187.96,-187.96,-238.3,59.68,645.8,295.13,-1.07,148.45,,57.6,1752598777,10094.968956,18.547086,3.105609,2832,31361.568956,47.49,1.06893,0.19851265422955744
Manorama Industries Ltd.,Dairy products,INE00VM01036,MANORAMA,31-12-2022,96.6,95.38,80.86,2.34,3.13,3.8,7.16,7.16,10.96,14.09,16.43,13.3,6.01,1342.4,,1003.0,11919810,1195.556943,22.248677,45.081333,276,1254.806943,-409.95,0.682814,-0.27220024585594227
Marico Ltd.,Vegetable oils & products,INE196A01026,MARICO,31-12-2022,1926.0,1891.0,1551.0,9.0,28.0,84.0,254.0,254.0,338.0,366.0,375.0,347.0,1.98,740.95,,498.35,1293019388,64437.621201,9.806504,50.818313,1458,58452.621201,51.57,0.514294,-0.1258329722967099
Marksans Pharma Ltd.,Drugs & pharmaceuticals,INE750C01026,MARKSANS,31-12-2022,188.46,172.75,161.74,0.85,4.18,8.89,25.62,25.62,34.51,38.69,39.54,35.36,0.63,182.85,,64.25,453163746,2911.577068,2.347275,27.372164,659,2704.177068,39.53,1.748034,-0.19195911292555537
Maruti Suzuki India Ltd.,Passenger vehicles,INE585B01010,MARUTI,31-12-2022,29905.1,29044.3,27738.8,29.6,710.1,602.9,2351.3,2351.3,2954.2,3664.3,3693.9,2983.8,77.84,16425.2,,8891.3,302080060,268588.443748,241.992139,36.742103,4237,264505.743748,36.8,1.254886,3.770201534056063
Mastek Ltd.,Computer software,INE759A01021,MASTEK,31-12-2022,94.31,81.04,75.23,0.06,2.95,10.72,19.08,19.08,29.8,32.75,32.81,29.86,6.34,2153.95,,1623.45,30413291,4937.445727,19.922211,81.489449,574,4891.595727,29.01,1.676636,-0.22129977102466347
Matrimony.Com Ltd.,Other miscellaneous services,INE866R01028,MATRIMONY,31-12-2022,119.55,108.56,108.24,1.45,7.1,2.08,11.31,11.31,13.39,20.49,21.94,14.84,5.08,519.05,,576.3,22255461,1282.582217,21.289157,27.070119,130,1139.882217,54.14,0.985845,-0.145995652592806
Max Financial Services Ltd.,Other fund based financial services,INE180A01020,MFSL,31-12-2022,16.99,16.98,11.65,0.04,0.75,1.89,5.34,5.34,7.23,7.98,8.02,7.27,0.15,1686.9,,835.55,345114771,28836.064691,0.317286,2633.430565,1669,28806.724691,33.67,0.92771,-0.23981065613779393
Max Healthcare Institute Ltd.,Health services,INE027H01010,MAXHEALTH,31-12-2022,526.01,482.16,406.43,12.51,28.01,34.91,122.14,122.14,157.05,185.06,197.57,169.56,1.26,1075.75,,441.1,970835453,42823.551832,3.294585,133.886359,2308,42993.291832,69.86,1.202242,-0.1320225855676107
Max Ventures & Inds. Ltd. [Merged],Other fund based financial services,INE154U01015,MAXVIL,31-12-2022,10.66,5.88,6.54,1.09,0.65,0.92,4.12,4.12,5.04,5.69,6.78,6.13,0.28,215.65,,146.15,147103626,2149.919494,0.516643,282.884144,156,1799.439494,33.67,1.194294,-0.23981065613779393
Mayur Uniquoters Ltd.,Other textiles,INE040D01038,MAYURUNIQ,31-12-2022,176.38,169.85,154.34,0.52,5.26,8.05,26.07,26.07,34.12,39.38,39.9,33.21,5.93,483.0,,414.1,43952600,1820.077166,21.523186,19.239716,135,1684.577166,34.41,1.22902,-0.1978037032812153
Mazagon Dock Shipbuilders Ltd.,Other transport equipment & ancillaries,INE249Z01020,MAZDOCK,31-12-2022,1991.75,1815.91,1654.49,1.48,18.36,114.47,337.26,337.26,451.73,470.09,471.57,453.21,16.72,2409.65,,793.1,201690000,15996.0339,42.855868,18.506217,6758,4549.5139,22.75,1.223355,-0.21305884132194208
Media Matrix Worldwide Ltd.,Production & distribution of films,INE200D01020,MMWL,31-12-2022,1.36,1.0,0.95,0.02,0.05,0.02,0.41,0.41,0.43,0.48,0.5,0.45,0.0,10.3,,12.9,1132742219,1461.237463,0.006974,1849.667674,136,1460.867463,-20.23,0.691661,4.980021422937316
Medplus Health Services Ltd.,Drugs & pharmaceuticals,INE804L01022,MEDPLUS,31-12-2022,61.31,57.24,62.41,1.79,4.24,1.16,0.62,0.62,1.78,6.02,7.81,3.57,0.15,820.25,,635.65,119305676,7583.665295,0.048615,13075.284991,318,7028.325295,39.53,1.102036,-0.19195911292555537
Meghmani Organics Ltd.,Pesticides,INE0CT101020,MOL,31-12-2022,577.82,553.84,533.91,43.33,15.83,8.28,17.93,17.93,26.21,42.04,85.37,69.54,0.7,61.66,,99.55,254314211,2531.697971,11.462592,8.684772,386,3021.047971,30.43,1.005088,-0.2787880162986381
Metro Brands Ltd.,Wholesale trading,INE317I01021,METROBRAND,31-12-2022,592.17,577.29,519.52,16.53,49.04,38.6,114.63,114.63,153.23,202.27,218.8,169.76,4.22,1148.5,,756.7,271729108,20561.741602,12.254852,61.746972,1205,20823.631602,116.56,1.283326,-0.23739051576619835
Metropolis Healthcare Ltd.,Health services,INE112L01020,METROPOLIS,31-12-2022,271.34,264.55,238.51,5.97,21.95,11.55,32.83,32.83,44.38,66.33,72.3,50.35,6.41,1885.85,,1343.9,51210664,6882.201135,27.906297,48.15759,749,7139.541135,69.86,0.723349,-0.1320225855676107
Minda Corporation Ltd.,Other automobile ancillaries,INE842C01021,MINDACORP,31-12-2022,872.61,869.3,837.34,10.36,26.97,14.65,40.78,40.78,55.43,82.4,92.76,66.16,1.71,596.85,,212.65,239079428,5084.024036,7.981866,26.641639,2318,5389.424036,38.68,1.639245,-0.25847999501499275
Mindtree Ltd. [Merged],Computer software,INE018I01017,MINDTREE,,541.385,530.27,505.885,6.715,13.67,13.14,39.055,39.475,52.35,71.16499999999999,83.03,65.66,3.42,3433.35,,3433.35,164955625,56635.039509,114.576269,29.965629,3736,53729.239509,28.99,0.875514,-0.22129977102466347
Mirza International Ltd.,Footwear,INE771A01026,MIRZAINT,31-12-2022,118.21,118.07,116.44,1.73,6.6,0.98,4.05,4.05,5.03,11.63,13.36,6.76,0.29,38.88,,242.1,120306000,2912.60826,3.234253,74.855005,2666,2956.01826,18.5,1.47083,0.011937000761641073
Mishra Dhatu Nigam Ltd.,Ferro alloys,INE099Z01011,MIDHANI,31-12-2022,240.36,231.49,227.83,7.16,13.58,15.32,38.5,38.5,53.82,67.4,74.56,60.98,2.06,296.75,,211.6,187340000,3964.1144,8.89399,23.791348,689,4261.3344,8.79,1.14853,-0.32473947209863707
Mold-Tek Packaging Ltd.,Plastic packaging goods,INE893J01029,MOLDTKPAC,31-12-2022,155.25,154.83,137.77,0.78,7.49,4.27,16.31,16.31,20.58,28.07,28.85,21.36,4.92,577.5,,1013.05,33132468,3356.484671,22.44626,45.13224,1224,3384.594671,32.14,1.078,-0.2431511669967358
Monte Carlo Fashions Ltd.,Wholesale trading,INE950M01013,MONTECARLO,31-12-2022,525.45,519.54,396.61,9.78,10.09,29.85,86.31,86.31,116.16,126.25,136.03,125.94,41.63,708.15,,646.35,20732064,1340.016957,58.272056,11.091937,379,1277.966957,116.56,1.216449,-0.23739051576619835
Morepen Laboratories Ltd.,Drugs & pharmaceuticals,INE083A01026,MOREPENLAB,31-12-2022,345.81,344.62,321.94,0.55,4.56,4.96,12.57,12.57,17.53,22.09,22.64,18.08,0.23,40.83,,28.9,511168708,1477.277566,0.940003,30.74459,2843,1595.117566,39.53,1.625883,-0.19195911292555537
Motherson Sumi Wiring India Ltd.,Other automobile ancillaries,INE0FS801015,MSUMI,31-12-2022,1687.52,1686.8,1612.52,6.51,31.68,35.32,106.16,106.16,141.48,173.16,179.67,147.99,0.24,47.67,,51.5,4421107932,22768.70585,1.040961,49.473525,3735,22758.20585,38.68,1.419163,-0.25847999501499275
Motilal Oswal Financial Services Ltd.,Other fee based financial services,INE338I01027,MOTILALOFS,31-12-2022,707.37,701.22,555.53,61.62,14.2,47.65,151.84,151.84,199.49,213.69,275.31,261.11,10.36,860.1,,680.7,147875116,10065.859146,39.131668,17.395118,865,11342.489146,15.88,1.22169,-0.1511257298155314
Mphasis Ltd.,Computer software,INE356A01018,MPHASIS,31-12-2022,2447.72,2418.89,2076.05,19.98,45.08,109.58,371.67,371.67,481.25,526.33,546.31,501.23,19.74,2891.6,,2071.8,188364036,39025.260978,71.63257,28.922598,2414,38532.980978,29.01,0.573737,-0.22129977102466347
Mrs. Bectors Food Specialities Ltd.,Bakery products,INE495P01020,BECTORFOOD,31-12-2022,344.65,341.7,326.41,3.6,12.64,7.85,23.79,23.79,31.64,44.28,47.88,35.24,4.05,239.85,,471.05,58817474,2770.597113,9.934123,47.417373,2276,2828.637113,60.29,1.378524,0.26079189161249283
Mukand Ltd.,Steel,INE304A01026,MUKANDLTD,31-12-2022,1354.02,1347.41,1379.11,50.37,13.65,3.38,16.64,16.64,20.02,33.67,84.04,70.5,1.15,131.75,,128.7,144495563,1859.657896,3.890777,33.078227,825,3694.947896,13.6,1.67451,-0.3195550430372759
Multi Commodity Exchange Of India Ltd.,Other fee based financial services,INE745G01035,MCX,31-12-2022,144.11,123.03,110.23,0.06,3.97,8.92,33.88,33.88,42.8,46.77,46.83,42.86,6.66,10305.6,,1519.6,50998369,7749.712153,32.004945,47.480163,1384,7531.732153,38.07,0.948309,-0.1511257298155314
Muthoot Finance Ltd.,Other asset financing services,INE414G01012,MUTHOOTFIN,31-12-2022,2667.11,2659.83,1765.46,914.13,14.75,305.1,901.65,901.65,1206.75,1221.5,2135.63,2120.88,22.46,3781.55,,1044.25,401447296,41921.133885,85.851618,12.163428,1782,85323.423885,27.82,1.048139,0.024683058054876778
N A C L Industries Ltd.,Pesticides,INE295D01020,NACLIND,31-12-2022,484.9,482.9,462.47,12.1,6.25,5.56,16.0,16.0,21.56,27.81,39.91,33.66,0.81,153.75,,102.75,198390472,2038.4621,3.599467,28.545891,722,2437.3321,30.43,1.262023,-0.2787880162986381
N B C C (India) Ltd.,Business services & consultancy,INE095N01031,NBCC,31-12-2022,1633.32,1586.68,1565.68,6.715,0.44,21.63,48.52,48.52,70.15,70.59,70.59,69.4,0.27,113.6,,36.65,1800000000,6597.0,0.452833,80.934855,2606,4259.22,60.13,1.658355,-0.22231802174705587
N C C Ltd.,Infrastructural construction,INE868B01028,NCC,31-12-2022,3430.07,3372.66,3280.19,137.78,50.91,67.65,149.88,149.88,217.53,268.44,406.22,355.31,2.41,155.95,,90.1,627846588,5656.897758,7.797287,11.555301,2967,6448.487758,-7779.86,2.086405,-0.2879215797575277
N H P C Ltd.,Conventional electricity,INE848E01016,NHPC,31-12-2022,2521.27,2272.2,1739.61,120.23,288.04,-13.61,781.66,781.66,768.05,1056.09,1176.32,888.28,0.78,76.56,,43.9,10045034805,44097.702794,3.459321,12.690352,3482,68457.172794,12.17,0.580855,-0.03716679162073462
N I I T Ltd.,Computer software,INE161A01038,NIITLTD,31-12-2022,55.42,42.73,51.39,0.18,2.72,-2.18,4.03,2.93,0.75,3.47,3.65,2.29,0.22,86.75,,326.15,134556194,4388.550267,0.538065,606.153352,3122,3492.250267,29.01,1.18217,-0.22129977102466347
N L C India Ltd.,Conventional electricity,INE589A01014,NLCINDIA,31-12-2022,3518.54,2812.21,3863.25,169.14,365.81,30.44,-398.84,-398.84,-368.4,-2.59,166.55,-551.23,-2.88,238.9,,78.15,1386636609,10836.565099,3.696715,21.140392,1020,20868.655099,12.17,0.657887,-0.03716679162073462
N M D C Ltd.,Minerals,INE584A01023,NMDC,31-12-2022,3907.86,3719.99,3309.42,29.93,83.6,327.62,890.09,889.86,1217.4,1301.0,1330.93,1247.64,3.04,76.26,,123.2,2930605850,36105.064072,18.350677,6.713649,14710,30500.864072,12.22,1.224924,-0.19527960896831384
N R B Bearings Ltd.,General purpose machinery,INE349A01021,NRBBEARING,31-12-2022,260.77,249.01,254.23,4.8,9.31,8.34,20.73,20.73,29.07,38.38,43.18,33.87,2.14,280.15,,145.0,96922600,1405.3777,7.940357,18.261145,669,1631.5177,40.23,1.491255,-0.22094579296060995
N T P C Ltd.,Conventional electricity,INE733E01010,NTPC,31-12-2022,42148.86,41410.52,37672.61,2874.44,3312.12,1581.23,4476.25,4476.25,6057.48,9369.6,12244.04,8931.92,4.62,319.9,,171.15,9696666134,165958.440883,15.620771,10.956566,7411,348467.870883,12.17,0.788532,-0.03716679162073462
Narayana Hrudayalaya Ltd.,Health services,INE410P01011,NH,31-12-2022,746.92,736.86,688.93,12.27,38.4,31.45,58.39,58.39,89.84,128.24,140.51,102.11,2.88,1907.9,,726.25,204360804,14841.70339,11.240903,64.607798,524,15263.54339,69.86,0.709294,-0.1320225855676107
Natco Pharma Ltd.,Drugs & pharmaceuticals,INE987B01026,NATCOPHARM,31-12-2022,431.6,413.0,413.1,3.0,38.1,7.7,37.3,37.3,45.0,83.1,86.1,48.0,2.04,917.9,,533.15,182557165,9733.035252,15.282884,34.885431,1308,9927.035252,39.53,0.819142,-0.19195911292555537
National Aluminium Co. Ltd.,Aluminium & aluminium products,INE139A01034,NATIONALUM,31-12-2022,3357.71,3297.19,3205.52,4.23,157.06,90.95,273.85,273.85,364.8,521.86,526.09,369.03,1.49,278.6,,83.35,1836631787,15308.325945,11.424228,7.295898,3090,11676.145945,20.25,1.16328,-0.09103593093122561
National Fertilizers Ltd.,Fertilisers,INE870D01012,NFL,31-12-2022,10173.45,10137.34,9282.41,94.11,89.63,200.77,588.62,588.62,789.39,879.02,973.13,880.44,12.0,85.93,,68.3,490578400,3350.650472,15.821936,4.316792,6333,6497.010472,10.11,1.291656,-0.2984772216688546
National Standard (India) Ltd.,Diversified,INE166R01015,,31-12-2022,8.55,5.8,5.31,6.715,13.67,1.55,3.24,3.24,4.79,4.79,4.79,4.79,1.62,1253.75,,5646.15,20000000,11292.3,3.91,1444.028133,140,11260.82,35.94,0.485886,-0.18790891179554034
Nava Ltd.,Ferro alloys,INE725A01030,NAVA,31-12-2022,346.59,335.18,302.15,3.19,7.97,10.06,23.11,23.84,34.14,42.11,45.3,36.36,1.64,577.25,,232.0,145100638,3366.334802,22.023335,10.534281,2368,3310.904802,8.79,1.298756,-0.32473947209863707
Navin Fluorine Intl. Ltd.,Inorganic chemicals,INE048G01026,NAVINFLUOR,31-12-2022,433.19,423.5,358.82,0.69,12.21,23.12,81.58,81.58,104.7,116.91,117.6,105.39,16.46,5843.8,,3950.0,49570715,19580.432425,59.571463,66.306916,614,19515.572425,39.65,1.016861,-0.17966830745747447
Navneet Education Ltd.,Books & cards,INE060A01024,NAVNETEDUL,31-12-2022,269.34,259.24,307.15,1.86,8.37,7.02,24.47,24.47,31.49,39.86,41.72,26.83,1.08,143.65,,111.25,226213181,2516.621639,9.84779,11.29695,347,2581.261639,17.09,0.861858,-0.3247668734322557
Nazara Technologies Ltd.,Other fund based financial services,INE418L01047,NAZARA,31-12-2022,12.8,5.8,10.6,6.715,0.7,0.3,2.2,2.2,2.5,3.2,3.2,2.4,0.35,228.1,,591.65,66174092,3915.190153,-1.199865,30.7236545,2025,3528.390153,35.94,0.652436,-0.23981065613779393
Nelco Ltd.,Telecommunication services,INE045B01015,NELCO,31-12-2022,52.79,51.91,46.94,0.87,2.68,2.37,5.85,5.85,8.22,10.9,11.77,9.09,2.57,733.25,,630.1,22818400,1437.787384,6.08281,103.586987,1484,1461.427384,-19.34,1.633338,-0.01775097677186995
Neogen Chemicals Ltd.,Organic chemicals,INE136S01016,NEOGEN,31-12-2022,187.65,186.25,192.03,6.66,4.14,6.03,14.71,14.71,20.74,24.88,31.54,27.4,5.89,1078.8,,1229.05,24939316,3065.166633,20.606018,59.645196,223,3200.546633,41.8,0.921537,-0.1787325857282407
Nesco Ltd.,Business services & consultancy,INE317F01035,NESCO,31-12-2022,162.18,142.83,91.44,2.81,8.26,20.05,70.08,70.08,90.13,98.39,101.2,92.94,9.95,1239.35,,581.8,70459960,4099.360473,36.634991,15.880992,623,4093.390473,60.13,0.86608,-0.22231802174705587
Nestle India Ltd.,Processed foods,INE239A01024,NESTLEIND,31-12-2022,4295.87,4256.79,3847.31,44.83,98.66,231.01,628.06,628.06,859.07,957.73,1002.56,907.79,6.51,1243.45,,19015.55,96415716,183339.786838,250.341967,75.958299,482,181855.396838,67.56,0.578943,-0.13872794997574678
Network18 Media & Invst. Ltd.,Business services & consultancy,INE870H01013,NETWORK18,31-12-2022,53.66,50.78,101.58,35.13,1.14,13.14,-47.92,-47.92,-47.92,-46.78,-11.65,-12.79,-0.46,41.88,,61.45,1046948519,6433.498649,-1.503321,30.7236545,1156,2313.018649,60.13,1.364834,-0.22231802174705587
Neuland Laboratories Ltd.,Drugs & pharmaceuticals,INE794A01010,NEULANDLAB,31-12-2022,270.18,269.25,266.18,2.74,13.34,8.36,30.44,30.44,38.8,52.14,54.88,41.54,23.72,16067.0,,1481.45,12829889,1900.683906,79.68892,18.590414,552,2137.413906,39.53,1.223355,-0.19195911292555537
New Delhi Television Ltd.,Media-broadcasting,INE155G01029,NDTV,31-12-2022,62.1,56.94,57.49,1.71,4.5,13.14,4.61,4.61,4.61,9.11,10.82,6.54,0.71,88.63,,246.85,64471267,1591.473226,2.771777,89.058379,5629,1616.003226,18.65,0.407209,-0.31204317365713524
New India Assurance Co. Ltd.,Insurance services,INE470Y01017,NIACL,31-12-2022,10521.52,7861.09,9773.01,6.715,13.67,165.81,39.055,748.51,914.32,914.32,914.32,165.81,4.54,155.9,,118.85,1648000000,19586.48,2.266141,52.445992,1854,5158.883983,22.59,0.964036,0.677920965378867
Newgen Software Technologies Ltd.,Computer software,INE619B01017,NEWGEN,31-12-2022,244.12,234.9,198.34,0.99,5.64,12.74,45.78,45.78,58.52,64.16,65.15,59.51,3.29,828.5,,426.55,69955701,2983.960426,21.006151,20.305957,548,2721.240426,29.01,1.062201,-0.22129977102466347
Nilkamal Ltd.,"Plastic furniture, floorings & miscellaneous items",INE310A01015,NILKAMAL,31-12-2022,739.49,737.42,703.83,9.16,28.74,9.12,28.42,28.42,37.54,66.28,75.44,46.7,19.04,1407.4,,1880.85,14922525,2806.703115,65.565312,28.686663,61,3099.783115,52.52,1.147381,-0.21696835575475118
Nippon Life India Asset Mgmt. Ltd.,Asset management services (mutual funds),INE298J01013,NAM-INDIA,31-12-2022,388.97,330.39,190.49,1.06,7.56,60.96,198.48,198.48,259.44,267.0,268.06,260.5,3.19,888.45,,249.0,623175443,15517.068531,11.009901,22.616007,1860,15304.108531,24.98,1.329125,-0.16490924722718592
Nirlon Ltd.,Business services & consultancy,INE910A01012,NIRLON,31-12-2022,144.31,143.72,90.77,26.94,13.39,24.71,53.54,53.54,78.25,91.64,118.58,105.19,5.94,501.9,,356.85,90118040,3215.862257,13.928399,25.620318,38,4294.062257,60.13,0.487064,-0.22231802174705587
